no	scene	subfolder	image_id	objects	labels	boxes	query	truth
783	meeting_small	meeting_small_1	32	cereal box,cap,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,cap_3,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 118, 107, 157),(1, 299, 20, 89),(122, 138, 43, 39),(184, 294, 122, 99),(196, 108, 77, 145),(218, 347, 65, 94),(261, 241, 100, 79),(292, 175, 53, 29),(345, 150, 58, 38),(361, 175, 42, 52),(371, 117, 30, 44)	cream coffee mug	(0,0,1,0,0,0,0,0,0,0,0)
784	meeting_small	meeting_small_1	32	cereal box,cap,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,cap_3,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 118, 107, 157),(1, 299, 20, 89),(122, 138, 43, 39),(184, 294, 122, 99),(196, 108, 77, 145),(218, 347, 65, 94),(261, 241, 100, 79),(292, 175, 53, 29),(345, 150, 58, 38),(361, 175, 42, 52),(371, 117, 30, 44)	W cap	(0,0,0,1,0,0,0,0,0,0,0)
785	meeting_small	meeting_small_1	32	cereal box,cap,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,cap_3,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 118, 107, 157),(1, 299, 20, 89),(122, 138, 43, 39),(184, 294, 122, 99),(196, 108, 77, 145),(218, 347, 65, 94),(261, 241, 100, 79),(292, 175, 53, 29),(345, 150, 58, 38),(361, 175, 42, 52),(371, 117, 30, 44)	orange cereal box	(0,0,0,0,1,0,0,0,0,0,0)
786	meeting_small	meeting_small_1	32	cereal box,cap,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,cap_3,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 118, 107, 157),(1, 299, 20, 89),(122, 138, 43, 39),(184, 294, 122, 99),(196, 108, 77, 145),(218, 347, 65, 94),(261, 241, 100, 79),(292, 175, 53, 29),(345, 150, 58, 38),(361, 175, 42, 52),(371, 117, 30, 44)	green soda can	(0,0,0,0,0,1,0,0,0,0,0)
787	meeting_small	meeting_small_1	32	cereal box,cap,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,cap_3,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 118, 107, 157),(1, 299, 20, 89),(122, 138, 43, 39),(184, 294, 122, 99),(196, 108, 77, 145),(218, 347, 65, 94),(261, 241, 100, 79),(292, 175, 53, 29),(345, 150, 58, 38),(361, 175, 42, 52),(371, 117, 30, 44)	The bowl in front of the flashlight	(0,0,0,0,0,0,1,0,0,0,0)
788	meeting_small	meeting_small_1	32	cereal box,cap,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,cap_3,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 118, 107, 157),(1, 299, 20, 89),(122, 138, 43, 39),(184, 294, 122, 99),(196, 108, 77, 145),(218, 347, 65, 94),(261, 241, 100, 79),(292, 175, 53, 29),(345, 150, 58, 38),(361, 175, 42, 52),(371, 117, 30, 44)	flashlight	(0,0,0,0,0,0,0,1,0,0,0)
789	meeting_small	meeting_small_1	32	cereal box,cap,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,cap_3,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 118, 107, 157),(1, 299, 20, 89),(122, 138, 43, 39),(184, 294, 122, 99),(196, 108, 77, 145),(218, 347, 65, 94),(261, 241, 100, 79),(292, 175, 53, 29),(345, 150, 58, 38),(361, 175, 42, 52),(371, 117, 30, 44)	 The bowl behind the coffee mug	(0,0,0,0,0,0,0,0,1,0,0)
790	meeting_small	meeting_small_1	32	cereal box,cap,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,cap_3,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 118, 107, 157),(1, 299, 20, 89),(122, 138, 43, 39),(184, 294, 122, 99),(196, 108, 77, 145),(218, 347, 65, 94),(261, 241, 100, 79),(292, 175, 53, 29),(345, 150, 58, 38),(361, 175, 42, 52),(371, 117, 30, 44)	tall mug	(0,0,0,0,0,0,0,0,0,1,0)
791	meeting_small	meeting_small_1	32	cereal box,cap,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,cap_3,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 118, 107, 157),(1, 299, 20, 89),(122, 138, 43, 39),(184, 294, 122, 99),(196, 108, 77, 145),(218, 347, 65, 94),(261, 241, 100, 79),(292, 175, 53, 29),(345, 150, 58, 38),(361, 175, 42, 52),(371, 117, 30, 44)	blue soda can	(0,0,0,0,0,0,0,0,0,0,1)
782	meeting_small	meeting_small_1	33	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 105, 89, 154),(104, 125, 43, 39),(166, 273, 121, 96),(177, 92, 78, 144),(199, 321, 64, 92),(243, 222, 99, 76),(275, 161, 53, 28),(328, 136, 57, 38),(343, 158, 41, 52),(353, 103, 30, 45)	brown cereal box	(1,0,0,0,0,0,0,0,0,0)
783	meeting_small	meeting_small_1	33	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 105, 89, 154),(104, 125, 43, 39),(166, 273, 121, 96),(177, 92, 78, 144),(199, 321, 64, 92),(243, 222, 99, 76),(275, 161, 53, 28),(328, 136, 57, 38),(343, 158, 41, 52),(353, 103, 30, 45)	cream coffee mug	(0,1,0,0,0,0,0,0,0,0)
784	meeting_small	meeting_small_1	33	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 105, 89, 154),(104, 125, 43, 39),(166, 273, 121, 96),(177, 92, 78, 144),(199, 321, 64, 92),(243, 222, 99, 76),(275, 161, 53, 28),(328, 136, 57, 38),(343, 158, 41, 52),(353, 103, 30, 45)	cap	(0,0,1,0,0,0,0,0,0,0)
785	meeting_small	meeting_small_1	33	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 105, 89, 154),(104, 125, 43, 39),(166, 273, 121, 96),(177, 92, 78, 144),(199, 321, 64, 92),(243, 222, 99, 76),(275, 161, 53, 28),(328, 136, 57, 38),(343, 158, 41, 52),(353, 103, 30, 45)	orange cereal box	(0,0,0,1,0,0,0,0,0,0)
786	meeting_small	meeting_small_1	33	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 105, 89, 154),(104, 125, 43, 39),(166, 273, 121, 96),(177, 92, 78, 144),(199, 321, 64, 92),(243, 222, 99, 76),(275, 161, 53, 28),(328, 136, 57, 38),(343, 158, 41, 52),(353, 103, 30, 45)	Mountain Dew	(0,0,0,0,1,0,0,0,0,0)
787	meeting_small	meeting_small_1	33	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 105, 89, 154),(104, 125, 43, 39),(166, 273, 121, 96),(177, 92, 78, 144),(199, 321, 64, 92),(243, 222, 99, 76),(275, 161, 53, 28),(328, 136, 57, 38),(343, 158, 41, 52),(353, 103, 30, 45)	The bowl in front of the flashlight	(0,0,0,0,0,1,0,0,0,0)
788	meeting_small	meeting_small_1	33	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 105, 89, 154),(104, 125, 43, 39),(166, 273, 121, 96),(177, 92, 78, 144),(199, 321, 64, 92),(243, 222, 99, 76),(275, 161, 53, 28),(328, 136, 57, 38),(343, 158, 41, 52),(353, 103, 30, 45)	flashlight	(0,0,0,0,0,0,1,0,0,0)
789	meeting_small	meeting_small_1	33	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 105, 89, 154),(104, 125, 43, 39),(166, 273, 121, 96),(177, 92, 78, 144),(199, 321, 64, 92),(243, 222, 99, 76),(275, 161, 53, 28),(328, 136, 57, 38),(343, 158, 41, 52),(353, 103, 30, 45)	 The bowl in front of the Pepsi	(0,0,0,0,0,0,0,1,0,0)
790	meeting_small	meeting_small_1	33	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 105, 89, 154),(104, 125, 43, 39),(166, 273, 121, 96),(177, 92, 78, 144),(199, 321, 64, 92),(243, 222, 99, 76),(275, 161, 53, 28),(328, 136, 57, 38),(343, 158, 41, 52),(353, 103, 30, 45)	white coffee mug	(0,0,0,0,0,0,0,0,1,0)
791	meeting_small	meeting_small_1	33	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 105, 89, 154),(104, 125, 43, 39),(166, 273, 121, 96),(177, 92, 78, 144),(199, 321, 64, 92),(243, 222, 99, 76),(275, 161, 53, 28),(328, 136, 57, 38),(343, 158, 41, 52),(353, 103, 30, 45)	blue soda can	(0,0,0,0,0,0,0,0,0,1)
783	meeting_small	meeting_small_1	34	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 85, 87, 156),(100, 110, 44, 38),(164, 250, 123, 97),(175, 73, 78, 145),(198, 296, 65, 93),(242, 202, 100, 76),(273, 144, 53, 28),(326, 120, 57, 38),(341, 141, 42, 52),(352, 88, 29, 45)	brown cereal box	(1,0,0,0,0,0,0,0,0,0)
784	meeting_small	meeting_small_1	34	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 85, 87, 156),(100, 110, 44, 38),(164, 250, 123, 97),(175, 73, 78, 145),(198, 296, 65, 93),(242, 202, 100, 76),(273, 144, 53, 28),(326, 120, 57, 38),(341, 141, 42, 52),(352, 88, 29, 45)	cream coffee mug	(0,1,0,0,0,0,0,0,0,0)
785	meeting_small	meeting_small_1	34	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 85, 87, 156),(100, 110, 44, 38),(164, 250, 123, 97),(175, 73, 78, 145),(198, 296, 65, 93),(242, 202, 100, 76),(273, 144, 53, 28),(326, 120, 57, 38),(341, 141, 42, 52),(352, 88, 29, 45)	cap	(0,0,1,0,0,0,0,0,0,0)
786	meeting_small	meeting_small_1	34	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 85, 87, 156),(100, 110, 44, 38),(164, 250, 123, 97),(175, 73, 78, 145),(198, 296, 65, 93),(242, 202, 100, 76),(273, 144, 53, 28),(326, 120, 57, 38),(341, 141, 42, 52),(352, 88, 29, 45)	orange cereal box	(0,0,0,1,0,0,0,0,0,0)
787	meeting_small	meeting_small_1	34	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 85, 87, 156),(100, 110, 44, 38),(164, 250, 123, 97),(175, 73, 78, 145),(198, 296, 65, 93),(242, 202, 100, 76),(273, 144, 53, 28),(326, 120, 57, 38),(341, 141, 42, 52),(352, 88, 29, 45)	Mountain Dew	(0,0,0,0,1,0,0,0,0,0)
788	meeting_small	meeting_small_1	34	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 85, 87, 156),(100, 110, 44, 38),(164, 250, 123, 97),(175, 73, 78, 145),(198, 296, 65, 93),(242, 202, 100, 76),(273, 144, 53, 28),(326, 120, 57, 38),(341, 141, 42, 52),(352, 88, 29, 45)	The bowl in front of the flashlight	(0,0,0,0,0,1,0,0,0,0)
789	meeting_small	meeting_small_1	34	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 85, 87, 156),(100, 110, 44, 38),(164, 250, 123, 97),(175, 73, 78, 145),(198, 296, 65, 93),(242, 202, 100, 76),(273, 144, 53, 28),(326, 120, 57, 38),(341, 141, 42, 52),(352, 88, 29, 45)	flashlight	(0,0,0,0,0,0,1,0,0,0)
790	meeting_small	meeting_small_1	34	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 85, 87, 156),(100, 110, 44, 38),(164, 250, 123, 97),(175, 73, 78, 145),(198, 296, 65, 93),(242, 202, 100, 76),(273, 144, 53, 28),(326, 120, 57, 38),(341, 141, 42, 52),(352, 88, 29, 45)	The bowl next to the coffee mug	(0,0,0,0,0,0,0,1,0,0)
791	meeting_small	meeting_small_1	34	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 85, 87, 156),(100, 110, 44, 38),(164, 250, 123, 97),(175, 73, 78, 145),(198, 296, 65, 93),(242, 202, 100, 76),(273, 144, 53, 28),(326, 120, 57, 38),(341, 141, 42, 52),(352, 88, 29, 45)	white coffee mug	(0,0,0,0,0,0,0,0,1,0)
792	meeting_small	meeting_small_1	34	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 85, 87, 156),(100, 110, 44, 38),(164, 250, 123, 97),(175, 73, 78, 145),(198, 296, 65, 93),(242, 202, 100, 76),(273, 144, 53, 28),(326, 120, 57, 38),(341, 141, 42, 52),(352, 88, 29, 45)	Pepsi	(0,0,0,0,0,0,0,0,0,1)
784	meeting_small	meeting_small_1	35	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 66, 83, 156),(95, 94, 45, 39),(160, 226, 122, 95),(170, 54, 78, 145),(194, 268, 64, 92),(237, 182, 99, 74),(269, 129, 52, 26),(321, 105, 57, 37),(336, 123, 42, 52),(347, 73, 29, 46)	Chex	(1,0,0,0,0,0,0,0,0,0)
785	meeting_small	meeting_small_1	35	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 66, 83, 156),(95, 94, 45, 39),(160, 226, 122, 95),(170, 54, 78, 145),(194, 268, 64, 92),(237, 182, 99, 74),(269, 129, 52, 26),(321, 105, 57, 37),(336, 123, 42, 52),(347, 73, 29, 46)	cream coffee mug	(0,1,0,0,0,0,0,0,0,0)
786	meeting_small	meeting_small_1	35	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 66, 83, 156),(95, 94, 45, 39),(160, 226, 122, 95),(170, 54, 78, 145),(194, 268, 64, 92),(237, 182, 99, 74),(269, 129, 52, 26),(321, 105, 57, 37),(336, 123, 42, 52),(347, 73, 29, 46)	cap	(0,0,1,0,0,0,0,0,0,0)
787	meeting_small	meeting_small_1	35	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 66, 83, 156),(95, 94, 45, 39),(160, 226, 122, 95),(170, 54, 78, 145),(194, 268, 64, 92),(237, 182, 99, 74),(269, 129, 52, 26),(321, 105, 57, 37),(336, 123, 42, 52),(347, 73, 29, 46)	orange cereal box	(0,0,0,1,0,0,0,0,0,0)
788	meeting_small	meeting_small_1	35	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 66, 83, 156),(95, 94, 45, 39),(160, 226, 122, 95),(170, 54, 78, 145),(194, 268, 64, 92),(237, 182, 99, 74),(269, 129, 52, 26),(321, 105, 57, 37),(336, 123, 42, 52),(347, 73, 29, 46)	green soda can	(0,0,0,0,1,0,0,0,0,0)
789	meeting_small	meeting_small_1	35	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 66, 83, 156),(95, 94, 45, 39),(160, 226, 122, 95),(170, 54, 78, 145),(194, 268, 64, 92),(237, 182, 99, 74),(269, 129, 52, 26),(321, 105, 57, 37),(336, 123, 42, 52),(347, 73, 29, 46)	The bowl in front of the flashlight	(0,0,0,0,0,1,0,0,0,0)
790	meeting_small	meeting_small_1	35	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 66, 83, 156),(95, 94, 45, 39),(160, 226, 122, 95),(170, 54, 78, 145),(194, 268, 64, 92),(237, 182, 99, 74),(269, 129, 52, 26),(321, 105, 57, 37),(336, 123, 42, 52),(347, 73, 29, 46)	flashlight	(0,0,0,0,0,0,1,0,0,0)
791	meeting_small	meeting_small_1	35	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 66, 83, 156),(95, 94, 45, 39),(160, 226, 122, 95),(170, 54, 78, 145),(194, 268, 64, 92),(237, 182, 99, 74),(269, 129, 52, 26),(321, 105, 57, 37),(336, 123, 42, 52),(347, 73, 29, 46)	 The bowl right from the red flashlight	(0,0,0,0,0,0,0,1,0,0)
792	meeting_small	meeting_small_1	35	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 66, 83, 156),(95, 94, 45, 39),(160, 226, 122, 95),(170, 54, 78, 145),(194, 268, 64, 92),(237, 182, 99, 74),(269, 129, 52, 26),(321, 105, 57, 37),(336, 123, 42, 52),(347, 73, 29, 46)	white coffee mug	(0,0,0,0,0,0,0,0,1,0)
793	meeting_small	meeting_small_1	35	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 66, 83, 156),(95, 94, 45, 39),(160, 226, 122, 95),(170, 54, 78, 145),(194, 268, 64, 92),(237, 182, 99, 74),(269, 129, 52, 26),(321, 105, 57, 37),(336, 123, 42, 52),(347, 73, 29, 46)	blue soda can	(0,0,0,0,0,0,0,0,0,1)
785	meeting_small	meeting_small_1	36	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 60, 78, 158),(95, 92, 44, 39),(155, 225, 123, 96),(171, 54, 77, 146),(188, 268, 65, 93),(234, 184, 100, 74),(268, 132, 53, 26),(321, 110, 57, 37),(336, 128, 42, 52),(347, 79, 30, 45)	Chex	(1,0,0,0,0,0,0,0,0,0)
786	meeting_small	meeting_small_1	36	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 60, 78, 158),(95, 92, 44, 39),(155, 225, 123, 96),(171, 54, 77, 146),(188, 268, 65, 93),(234, 184, 100, 74),(268, 132, 53, 26),(321, 110, 57, 37),(336, 128, 42, 52),(347, 79, 30, 45)	cream coffee mug	(0,1,0,0,0,0,0,0,0,0)
787	meeting_small	meeting_small_1	36	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 60, 78, 158),(95, 92, 44, 39),(155, 225, 123, 96),(171, 54, 77, 146),(188, 268, 65, 93),(234, 184, 100, 74),(268, 132, 53, 26),(321, 110, 57, 37),(336, 128, 42, 52),(347, 79, 30, 45)	cap	(0,0,1,0,0,0,0,0,0,0)
788	meeting_small	meeting_small_1	36	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 60, 78, 158),(95, 92, 44, 39),(155, 225, 123, 96),(171, 54, 77, 146),(188, 268, 65, 93),(234, 184, 100, 74),(268, 132, 53, 26),(321, 110, 57, 37),(336, 128, 42, 52),(347, 79, 30, 45)	orange cereal box	(0,0,0,1,0,0,0,0,0,0)
789	meeting_small	meeting_small_1	36	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 60, 78, 158),(95, 92, 44, 39),(155, 225, 123, 96),(171, 54, 77, 146),(188, 268, 65, 93),(234, 184, 100, 74),(268, 132, 53, 26),(321, 110, 57, 37),(336, 128, 42, 52),(347, 79, 30, 45)	green soda can	(0,0,0,0,1,0,0,0,0,0)
790	meeting_small	meeting_small_1	36	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 60, 78, 158),(95, 92, 44, 39),(155, 225, 123, 96),(171, 54, 77, 146),(188, 268, 65, 93),(234, 184, 100, 74),(268, 132, 53, 26),(321, 110, 57, 37),(336, 128, 42, 52),(347, 79, 30, 45)	The bowl in front of the flashlight	(0,0,0,0,0,1,0,0,0,0)
791	meeting_small	meeting_small_1	36	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 60, 78, 158),(95, 92, 44, 39),(155, 225, 123, 96),(171, 54, 77, 146),(188, 268, 65, 93),(234, 184, 100, 74),(268, 132, 53, 26),(321, 110, 57, 37),(336, 128, 42, 52),(347, 79, 30, 45)	flashlight	(0,0,0,0,0,0,1,0,0,0)
792	meeting_small	meeting_small_1	36	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 60, 78, 158),(95, 92, 44, 39),(155, 225, 123, 96),(171, 54, 77, 146),(188, 268, 65, 93),(234, 184, 100, 74),(268, 132, 53, 26),(321, 110, 57, 37),(336, 128, 42, 52),(347, 79, 30, 45)	The bowl next to the coffee mug	(0,0,0,0,0,0,0,1,0,0)
793	meeting_small	meeting_small_1	36	cereal box,coffee mug,cap,cereal box,soda can,bowl,flashlight,bowl,coffee mug,soda can	cereal_box_2,coffee_mug_6,cap_1,cereal_box_1,soda_can_3,bowl_2,flashlight_2,bowl_3,coffee_mug_5,soda_can_1	(1, 60, 78, 158),(95, 92, 44, 39),(155, 225, 123, 96),(171, 54, 77, 146),(188, 268, 65, 93),(234, 184, 100, 74),(268, 132, 53, 26),(321, 110, 57, 37),(336, 128, 42, 52),(347, 79, 30, 45)	tall mug	(0,0,0,0,0,0,0,0,1,0)
